ID	Pattern #	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4
Simulated_feature_group_B_99	3	7378	91887	884775	95873	56389	337339	976	45687	557	4424	22615	176807	49	400	6344	0	44463	7616	5274	15731	52896	300707	172278	206344	103503	49659	12628	238890	307900	206993	16165	142987	280269	40897	650	444	6677	45	39898	1235	400	3959	2676	1197	106	709	374	14879	7647	3933	47	4861	94139	108	1247	100	2	266	777	134164	18220	17237	3	23	2	8565	13882	11566	7	1	2192	24	36	4493	474	0	1598	27	58	787	154	914	1	5964	56	3625	2392	1832	873	1234	8932	2778	799	3154	1767	159	1	1185	795	12	395	19	1599	571	229	66	187	686	0	0	5	1844	116	95	91	0	151	210	36	66	156	0	868	33	716	1	21	28	1	4	32	103	1	339	580	1073	603	32	0	0
Simulated_feature_group_B_100	3	3797	3659	361	125	0	46143	107019	2654	79525	18	166246	82250	9739	4253	166079	57596	65	381564	88984	4262	7008	30762	19	13006	493	569	15153	10506	35857	0	4181	89	136576	171	1	1	858	291	24215	2871	6102	27670	10821	4909	7920	937	5848	0	0	27165	6033	49	197	5943	36	38	530	23125	23	563	16466	11655	19290	290	5185	0	65	24117	1	12211	276	236	343	174	130	962	23	25	0	1592	321	73	319	91	114	237	2864	97	4	52	0	2998	4751	46	813	6145	33	5	74	4005	17	0	50	0	92	6	275	23	5	145	83	128	18	346	0	228	54	1	299	99	129	0	123	71	188	278	676	16	17	0	1	0	0	31	16	0	493	2	0	552
Simulated_feature_group_B_101	3	3591	3	22919	0	43110	0	425	3	730	67908	59	116	431	18864	12450	19358	1436	166978	43	251	2945	200	25427	5888	0	55616	31	2584	28514	22815	143146	820	6074	94840	92720	1201	13318	3	0	874	4901	110	1482	98	521	2714	67	469	139	4118	0	2237	616	47	655	0	9589	0	206	125	25	1881	723	6	0	1883	3286	1308	26	2584	156	821	14	415	4	1	182	1	307	209	7	348	0	9	134	112	218	8	5	0	0	696	326	128	183	0	99	12	0	116	72	2	333	467	0	246	359	10	169	110	248	1	48	0	89	3	15	0	0	7	30	130	0	22	4	63	24	16	173	2	235	0	16	49	0	0	519	0	187	145
Simulated_feature_group_B_102	3	93356	713	43327	2353	59916	22408	80584	779	1812	151533	209	570	237859	180768	10	72670	219916	104165	2315	300580	54663	12605	292	54777	13295	414	85089	356	1342	72153	3	17608	80395	3	36687	222	18958	590	1746	7079	23	11633	51	0	3237	2401	30605	357	491	2	4	301	1916	4565	208	205	0	2448	92	354	1238	601	0	105	0	1185	5951	851	543	420	2	310	122	404	68	689	36	3	335	0	0	45	2186	0	3465	2	88	0	0	2254	863	146	2258	551	1038	532	0	337	655	3	430	33	25	228	67	0	124	381	11	3	9	1458	48	77	7	102	24	449	57	3	33	0	205	0	2	63	35	2	71	191	2	4	33	197	308	31	3	12	0	0
Simulated_feature_group_B_103	3	2684	11641	680	8817	7617	96	16	8833	6	18963	1	25789	1772	2536	2023	7565	2901	39421	858	2194	1631	21965	3867	47	2137	5634	8576	2107	38420	6064	1336	3025	189	0	9125	381	1462	729	266	4185	504	3422	791	15	2237	26	67	1218	260	0	25	284	6068	3	1171	7	7323	988	0	2	1	30	12	3891	127	6525	316	0	19	5170	7	288	0	0	0	0	56	23	3	4	941	138	173	159	30	3	147	0	459	2	48	1	0	573	151	44	105	197	202	54	30	0	105	125	393	3	53	2	0	3	0	10	2	0	35	22	0	111	53	7	0	0	49	11	7	175	1	30	4	0	37	0	0	0	0	123	16	0	0	3
Simulated_feature_group_B_104	3	237	182	625	442	9	455	73204	29	4824	4723	41	933	2102	50375	2809	2756	8409	314	4	4693	523	10696	20879	3838	443	747	192	3987	43168	5827	85526	12642	15623	27	24044	279	0	2022	4	359	709	1413	0	2361	3392	8	1	43	0	2593	683	498	254	0	1043	28	0	0	509	879	0	190	0	0	546	41	115	91	2316	0	168	0	628	189	238	0	948	7	8	10	142	9	246	8	0	40	1	1474	2	327	40	70	59	0	1	86	870	209	5	0	0	232	39	2	13	41	3	1	47	16	32	4	1	9	0	6	0	0	0	0	123	6	48	20	86	1	11	0	7	0	9	0	1	37	11	0	44	0	26	6
Simulated_feature_group_B_107	3	48262	43157	40540	8491	0	185497	16269	109734	20990	361911	27253	328	519085	190673	757505	148858	0	56464	5	11	207	116077	611	1095	91008	3581	571	0	4022	6	23552	2863	0	1464	12218	47	37536	3210	15322	612	311	1567	31599	93181	2072	1496	4140	81	657	1	22	2629	19864	28	6431	22820	34	37853	10657	2111	51	737	1575	9485	205	49540	23672	108	35	67	2409	7390	17	160	9145	507	1	4441	53	0	5083	957	667	543	143	245	252	51	3246	4427	44	6731	34	816	655	61	2530	20	245	33	0	77	121	2373	29	22	449	151	12	214	575	0	4516	8	0	1	195	394	600	4	645	253	235	699	785	297	173	35	0	724	276	124	6	0	0	194	2	156	767	33
Simulated_feature_group_B_108	3	1697	28316	22499	15040	3328	185779	1096	2701	9251	23	118301	414319	8824	4	9132	572	312	16597	1551	61	0	1697	456	5183	152138	3721	13151	100857	26894	10096	337	7939	27556	155092	2730	4997	2717	208	9642	8261	9	21879	17813	1	10005	278	0	28	1460	27	50519	31569	1254	4894	5142	10281	112	25957	0	38	1405	4038	2859	1252	17448	5137	60	17	21	0	5	1526	819	347	590	2488	273	0	0	1	441	213	0	1106	0	1	5241	278	490	4470	128	0	744	6	147	2284	0	171	1778	2721	3125	8	549	2283	14	0	3	0	3	68	0	1	1	0	0	5	332	62	5	0	447	34	129	132	351	388	137	4	14	43	0	40	31	206	20	10	0	314	324	82
Simulated_feature_group_B_109	3	118	1291	17	27909	4217	18621	285935	11219	11273	35258	5034	14064	13	34797	5	318	4965	6228	3	1	0	4888	13424	147	3073	23939	28024	31987	14	903	150563	2	0	349	188	5625	7	209	514	6	3	238	390	561	10678	1834	193	399	844	0	996	436	6093	0	2436	853	140	4282	44	139	0	2143	153	3	0	0	0	496	5	3	0	107	735	112	4	0	1	32	30	208	0	17	1	152	13	1	1	15	103	1250	6	5	273	198	5	2	475	217	108	19	82	7	2	773	21	5	2	27	4	0	2	1	0	0	317	0	0	57	0	0	65	28	19	1	11	447	10	1	131	1	31	17	0	34	133	0	30	163	118	175
Simulated_feature_group_B_110	3	15	108873	218	1171	13950	2534	152522	226	2315	8929	6459	351	7020	75857	76798	122340	21367	3	216102	160124	16	122	13038	8134	335	320	29016	44477	4677	218838	232556	1	242643	1532	2263	1553	10357	11	4	2092	1726	58	1920	10179	8	20343	1472	3	5984	76	8814	334	239	27527	1	337	371	8388	1951	1628	1726	9647	55	0	233	501	9110	71	402	122	8033	719	0	137	835	1	417	962	1870	5878	1054	949	1076	1641	17	314	1	2	5	8771	2177	64	28	0	673	154	6	830	1035	797	1	133	0	363	0	47	132	0	304	0	0	1185	115	3	0	23	2	22	77	80	0	64	214	0	102	1093	1	1188	0	578	1	247	410	8	5	236	67	2	19	0
Simulated_feature_group_B_113	3	523	6507	16469	81623	76	0	908	6216	445	49489	27097	7	14075	2663	941	2460	10	0	9	1036	100	3662	57497	26557	29085	5586	30897	16401	2451	563	70341	1568	1479	13414	14049	14	3853	20857	228	40	1	1	2806	34	57	16519	3597	1257	12681	110	11181	1309	15	223	1	3298	1177	5313	3858	1001	13	914	1	0	15	2478	990	5497	6551	15763	5	68	604	760	335	0	388	235	385	22	9	169	9	0	11	38	1114	737	1486	1	1	117	270	0	2010	0	36	8	106	0	67	912	39	139	0	6	3	20	2	48	777	60	518	599	31	0	104	22	178	0	396	0	0	0	0	0	1	30	69	9	0	5	15	8	180	206	6	0	1	65
Simulated_feature_group_B_114	3	56526	1	49063	729	570	5	5	552	30627	313	3647	28108	2221	101	15889	9135	6807	36541	5686	2	8604	6158	272	190	240	3089	157	1201	10898	6	18939	38502	179652	24599	10179	0	12	2410	0	10	14	91	216	5068	6	6	678	452	22	0	1	238	622	2295	10	7876	33	3	133	1474	0	0	13	0	10	1	2	391	64	2437	48	1	64	0	26	3	36	28	251	0	142	0	2	10	152	60	35	200	0	67	71	172	375	76	15	113	26	9	0	8	11	192	0	54	448	0	119	37	24	205	21	86	0	0	3	28	11	46	7	0	15	31	169	2	14	76	2	108	1	8	81	187	3	11	1	62	28	17	1	76
Simulated_feature_group_B_115	3	67810	52931	74588	4680	138106	470750	0	15239	425237	22727	214635	126982	36717	15321	366	21324	13036	31985	198158	363373	3499	6082	4346	162845	5	6147	39576	883	4745	0	14481	11103	165102	13091	11024	9353	74	23101	25177	74669	47	14	2460	1238	14686	2173	215	99	1340	181	9	7449	1	4	3128	78	3970	16	1273	145	24601	3127	11611	4823	7452	9875	6880	6254	10324	2191	0	6235	247	2151	295	6	27	162	929	120	2596	493	5	266	68	226	947	3641	1470	347	401	475	1330	2437	17	375	0	839	2032	217	4276	3	90	886	3	1473	2	66	1215	95	154	62	66	1	4	33	6	412	100	0	53	74	1249	0	1	81	162	1	473	237	25	0	125	310	25	11	4	1027	324	359
Simulated_feature_group_B_116	3	5	16347	495	9907	22470	0	1	50779	150798	299013	609	337	132	41018	243	17854	2	63222	1234	162452	96738	1746	6234	13	403	3034	3479	40657	0	88	276391	0	33601	70337	146	0	1842	8536	639	28128	8483	2628	0	482	8153	0	0	6371	6796	4	11654	0	3341	169	97	2248	238	8	0	3	9131	6715	1163	3041	413	23057	15	20789	9	73	1	1586	218	65	0	799	2659	157	0	629	41	14	513	293	0	61	0	494	0	1623	0	11	623	901	828	48	1318	15	259	101	12	57	534	923	993	28	222	4	38	16	122	25	93	3	0	227	14	5	2	5	154	34	170	674	24	79	95	0	100	0	0	27	183	68	5	0	265	0	1443	0
Simulated_feature_group_B_117	3	1060	334489	52138	1996	15422	149104	3181	203592	28574	7794	13644	31974	428	232	234189	59160	318382	542016	7432	198277	4178	111581	35170	29609	21923	5297	85529	118965	74156	620773	54562	142609	10129	66750	89503	6154	12470	2505	35300	9516	8953	8396	459	8685	888	204	9154	14650	16977	1059	6732	1271	7240	219	1612	5278	9014	9732	14843	977	1232	4572	3563	1480	3415	2548	6380	5390	5782	31538	498	442	77	2419	6021	8633	14	2541	1877	119	487	1624	1075	824	1194	958	3039	85	346	5028	1007	910	921	1504	589	2856	2215	937	2349	564	61	410	172	469	474	17	317	66	50	5	124	79	27	0	528	18	10	80	128	42	392	454	21	178	111	48	200	159	245	69	41	277	59	521	0	345	69	48	585	538
Simulated_feature_group_B_118	3	3051	34784	1918	1800	34631	101	21467	506	52	169574	37569	95822	53520	273	42966	0	40711	125777	116085	50103	32	123207	1788	1194	679	409	5312	18927	5654	5350	1106	50625	67530	4526	1	0	2	8	3070	241	6566	10045	1387	4	3095	22	130	6493	18275	0	6311	75	15051	350	6	84	1797	11200	4769	58	535	19575	1761	9743	10	1729	41432	8283	8741	251	562	230	886	345	7	8	1	49	29	2267	725	1	348	47	0	714	1487	5	6914	11	12	124	165	0	586	5882	388	258	0	5741	516	344	244	1016	2	0	11	50	255	7	1	0	60	182	3	4	64	1	273	0	94	0	1	8	2	2	165	39	3	1	0	21	0	132	66	82	73	308	297	81
Simulated_feature_group_B_119	3	2235	0	13994	73	90386	278	27867	21	84619	16051	48	12968	5206	38074	49737	75816	279	121017	803	8249	428	18237	31	18861	40	11502	904	13619	12144	32339	597	82012	16081	24062	10688	215	10430	10110	2839	175	15	1	2031	2	16660	2465	10	4	1263	256	9	6	769	0	0	3060	5146	18	3140	1263	110	1551	245	0	869	143	31	1425	5957	0	1231	396	0	51	0	0	347	86	412	0	1	2	0	521	3851	883	402	15	1082	0	388	29	2264	0	67	0	295	2154	95	1010	1953	0	454	593	71	3	150	114	20	0	2	54	15	1	14	290	467	58	33	0	0	0	476	974	4	297	272	28	0	1	91	2	2	28	124	17	1	0	0	11
Simulated_feature_group_B_121	3	3719	9652	16189	17	355	6838	2356	13	199	20484	12	18511	29	11199	1661	98	17019	1	3995	28	70	82	1	1	514	22	474	3414	13395	2263	95	99	65	2518	20146	0	252	0	278	157	32	35	4	5	12	1930	2594	631	1	308	0	1106	27	34	2109	297	826	256	990	219	598	713	1096	4	184	1	197	141	76	7	9	11	1351	126	0	37	0	147	7	2	7	151	40	98	42	0	162	29	89	123	0	29	0	1	78	37	2	102	15	78	94	11	100	3	31	0	3	16	0	0	11	3	1	0	0	17	0	141	6	1	228	0	5	0	29	16	0	0	57	8	1	30	34	0	0	77	29	0	4	0
Simulated_feature_group_B_122	3	2883	68525	185	2382	2036	26	50223	31373	489	4070	9268	3	2186	1135	7317	8949	3994	334	976	12033	5369	12878	566	9133	9167	8959	5079	89	8489	1519	38167	10948	1854	6781	2475	18	2050	482	855	1	324	261	790	3641	220	337	370	191	2177	6640	358	1084	11	1123	1583	313	1	3291	6	1025	22	48	4497	1162	921	385	256	445	2220	3	138	403	384	278	49	0	633	51	0	36	154	2	413	276	10	120	553	306	12	14	0	130	1	0	7	210	7	4	8	354	0	158	7	398	267	4	23	2	91	52	10	23	11	35	32	16	33	29	0	4	65	9	0	12	0	49	0	15	34	94	46	147	51	28	1	0	20	150	0	18
Simulated_feature_group_B_124	3	34912	682	18164	338	22121	2135	28	64731	54812	96916	67	1046	625	4671	49	4	2384	29492	70069	11146	476	3673	5297	2738	137	410	0	19820	25	0	4672	13898	5025	21096	74064	38	3	10241	3901	430	9140	33	2050	3655	3618	0	3	1	2628	1374	35	2366	1769	616	144	26	124	0	776	3407	556	1	6	182	12635	405	569	6979	3792	5142	79	3	0	0	311	646	3	109	137	9	0	221	352	312	0	0	0	127	24	2	12	67	4	196	0	0	4	921	424	26	1560	1294	27	402	315	0	53	78	40	0	0	2	0	6	7	78	0	13	0	59	18	1	1	84	12	140	1	2	2	0	155	59	67	119	0	2	28	1	19	0
Simulated_feature_group_B_125	3	2193	872	10584	13115	525	1	220	2280	31333	1	8009	4462	24	91043	1503	259	9073	274	5429	10173	1670	8133	0	623	8697	29794	111160	8	187	12782	3752	0	1263	13212	9332	212	1778	691	551	0	2995	1	0	825	1643	703	1193	4092	4284	0	27	29	61	413	6072	967	10724	138	0	13	10	521	269	1310	879	506	6108	8	133	998	1	7	88	0	881	0	220	88	28	1852	127	0	7	373	6	0	923	0	0	19	35	368	35	93	381	687	0	451	230	19	510	66	10	8	73	0	1	3	5	0	16	1	0	0	4	41	12	0	13	1	8	24	14	0	0	0	216	0	0	44	3	0	140	43	16	55	0	1	27	50
Simulated_feature_group_B_126	3	11552	23287	759	12603	75439	2104	11568	28299	21153	264	39430	117227	192	5460	16996	9354	5323	213	39165	54710	61988	6432	60405	1815	17144	2987	6318	6620	11036	51505	421	2759	2472	53914	736	399	11	10855	51	3118	4391	2523	544	1329	1377	1307	18	211	8160	1020	716	0	1179	21	4338	470	1558	765	161	726	1467	1072	2214	17	2614	1534	11933	411	36	8906	29	1067	3498	197	79	28	20	29	1934	139	82	185	1883	54	62	35	286	94	678	187	8	1609	22	42	245	15	99	556	279	180	838	87	160	185	441	6	185	23	2	17	289	5	138	9	23	22	19	5	22	11	27	143	502	19	21	13	48	53	0	185	111	180	15	78	282	0	1	2	8	69
Simulated_feature_group_B_127	3	934	144	38	2	119	119	1015	392	1604	587	3065	139	4133	8267	1891	98	1051	7050	351	2151	169	1730	1445	9175	5082	1110	1295	26	920	446	378	72	4139	2486	1125	377	75	2	17	7	57	1104	21	0	154	78	0	25	18	524	160	4	555	332	0	68	180	600	298	1272	26	1442	356	569	2	0	469	315	1371	0	15	1	33	82	1	1	7	7	114	1	129	39	0	0	4	20	2	12	105	0	0	20	33	1	159	16	30	164	31	16	0	1	26	23	0	0	6	1	0	72	0	3	0	0	0	43	53	0	0	37	5	9	6	0	3	0	19	0	1	1	0	0	20	5	4	10	0	41	0	11
Simulated_feature_group_B_129	3	18359	57915	26	39587	2097	2680	2299	36199	56055	676	96	1	76522	1403	103550	3582	119	3635	38140	3586	1795	49135	21504	13845	485	11748	47157	317	11415	0	2542	3367	25500	62568	1897	429	243	53	517	499	1131	6924	0	0	206	210	298	0	0	128	15941	585	14	0	1	2084	692	493	0	5	925	563	76	0	13	1022	225	10580	4033	38	12	94	3	4	21	325	0	1	325	219	0	118	1574	32	0	1344	493	2228	28	31	0	1	1282	70	711	456	14	965	269	54	2471	0	0	1192	106	9	78	101	21	42	0	7	0	0	0	0	28	16	15	1	7	0	96	6	0	68	62	1	0	3	31	2	4	16	10	15	29	0	3	0
Simulated_feature_group_B_131	3	0	3592	4876	25247	6762	924	20	5890	825	18861	5241	7830	23390	241	1025	1132	506	291	22	2	10435	687	4	1867	47951	1302	1774	17763	703	9014	4061	42439	0	1278	1	16	64	6	3432	191	0	1015	1	2138	0	203	3	13	1172	71	7	36	341	225	1116	0	77	23	15	1	9	541	38	147	1477	84	20	0	120	76	152	7	32	35	1	268	0	0	0	73	72	383	8	34	13	0	78	2	0	387	3	0	107	1	656	60	36	184	269	3	19	38	0	696	23	23	20	80	33	14	16	66	0	0	1	0	14	0	0	0	0	0	1	3	0	2	8	52	16	8	0	12	0	0	2	11	1	0	3	15
Simulated_feature_group_B_132	3	7696	5663	10	3176	6	7572	14129	1213	7271	88373	79	1005	46302	4478	4605	197563	4140	11096	198	92850	10353	6467	30883	0	640	71153	18955	0	21731	27	38679	8539	1361	461	7168	259	36	575	0	1866	0	0	847	30	1419	543	67	5891	36	11425	0	1558	4112	2426	1	6743	807	2401	1	5896	3333	548	0	98	827	74	7700	0	1220	4	187	1	136	912	0	1	490	1402	0	0	554	137	0	112	22	97	565	33	168	3	0	67	81	315	10	0	1	0	51	1	2	5	161	0	388	0	47	3	58	0	46	178	6	0	63	4	309	37	3	0	0	0	23	92	9	0	0	52	636	0	3	7	1	129	149	0	12	1	0	3
Simulated_feature_group_B_133	3	46399	68881	180677	39479	50127	49475	47339	77906	37843	25232	10025	16665	37347	120400	62841	21933	44700	118861	21228	42961	7074	42003	25550	14561	49296	115692	82121	650	19250	17796	24937	33300	26939	88514	106468	5846	596	10346	5040	4656	2082	15472	4818	1248	1167	4242	1976	3761	2954	3302	9197	6368	3821	6409	178	7005	11021	4078	4839	4525	3567	4943	8545	10251	4122	9178	545	3925	582	9251	461	299	858	1719	597	979	224	118	1663	146	3272	198	580	63	1396	2638	376	2405	625	1131	359	150	374	169	560	1337	1467	1432	214	630	483	1224	1697	1457	41	74	133	120	61	259	43	232	555	143	124	94	170	63	40	66	122	194	187	138	93	298	263	243	73	612	362	159	233	43	105	167	252	29	3	52
Simulated_feature_group_B_134	3	13605	611	1194	4526	15399	116	10451	41290	1535	83323	113	2565	10603	950	3	2591	34326	44303	0	0	91464	105636	38932	1155	11	38458	58478	56	567	89550	223	3997	63781	22837	156539	6838	9338	19	7268	1447	1793	94	17	222	251	4671	6976	565	271	14707	4977	15258	77	2513	5286	371	40	1891	1490	86	0	1913	79	5672	17	7	16796	18729	1261	1718	832	365	2097	466	6	7046	352	156	194	179	137	1589	136	274	2	1021	805	819	16	755	134	7	586	149	0	249	542	0	250	377	738	47	550	244	63	16	1	157	12	25	5	130	84	0	4	28	157	0	163	0	0	0	59	31	77	0	282	0	0	1	23	330	52	53	802	10	130	211	186	0
Simulated_feature_group_B_135	3	24494	1201	5120	3580	12019	28	7295	87486	75418	846	88	67280	619	392	17757	965	15	1009	7393	4296	2645	130694	25085	775	42674	287	922	1007	813	7306	1636	3	545	1255	45344	0	14	20	8415	1184	1892	8149	608	2768	2690	979	734	4593	14058	16715	207	18473	25	383	0	206	26031	4302	479	0	512	4549	791	4	6704	731	4	4246	7559	0	712	46	760	559	96	257	0	688	454	0	148	510	140	1	3	0	5	522	2308	1115	33	362	5	3	3	831	203	91	60	0	733	1	1	54	15	9	99	13	0	0	231	50	4	50	0	0	726	111	0	15	0	0	6	218	2	404	185	113	0	71	0	41	11	166	0	0	5	0	165	0
Simulated_feature_group_B_136	3	1	20094	138	51557	122834	0	333275	467348	49902	2691	23963	45555	4871	576	177193	1287910	75768	95381	173	58802	132992	3057	87	252543	73232	58185	231180	19882	72170	43367	477991	9173	769	12371	4411	67153	0	0	2398	1219	26	582	179	7148	12178	0	199	6386	3673	1741	40081	142318	203	81176	1080	899	793	11569	3316	100	0	922	0	21651	342	3554	72093	1377	1985	69219	30	12915	283	50	537	12	125	0	5927	116	954	1311	175	885	29	2208	41	2169	61	58	1015	0	4210	3651	0	99	7313	19	13	5	143	134	242	701	5396	877	20	2	377	0	14	109	294	1	552	146	306	3011	91	640	6	148	23	555	164	0	894	98	42	1236	184	101	0	230	0	309	33	10	54	1278
Simulated_feature_group_B_137	3	944271	385	92990	42305	1108490	343711	61329	17946	133404	36	296682	10748	686	3235210	12	0	9900	99	49841	17923	558215	0	15425	833200	1410	12	47087	37395	498769	0	176601	771681	119970	363	45954	13	48236	9943	1383	35	44	3413	20	30965	0	12652	3625	670	10392	6454	6795	0	0	2304	480	5785	68436	294	23	4597	6284	15	6868	13233	4010	859	2119	0	2281	87526	3	3	0	0	0	1	1297	5960	1646	10123	572	18	1986	2125	272	2	4351	790	0	10742	5275	2039	1609	28432	8325	100	373	880	341	95	20388	9507	5	24	900	0	40	359	423	219	24	265	9	2	209	119	6	0	3313	6	10	36	5	4	147	0	367	2387	1043	569	1734	24	109	338	10	57	3039	489	42	1172
Simulated_feature_group_B_138	3	141113	1	7499	0	106897	85695	0	0	83683	0	2150	8	1218	6754	1849	285624	746	15808	393817	15476	6310	20662	1939	32208	103049	10630	434113	601	113	133	0	10620	0	0	196	970	12491	479	5805	247	328	0	8745	1021	37	3724	992	283	43	52	43	2337	652	1	3418	1152	0	133	1033	4446	0	34	348	6	0	14554	6435	5149	52963	209	329	0	733	70	1	1368	1	6	287	0	774	200	139	0	9359	1540	1016	885	1126	26	0	5992	28	95	9826	3699	651	131	83	319	0	79	3	5836	1980	211	179	7	29	171	2	395	994	108	6	32	0	17	0	4	167	1	550	395	2	34	1045	87	173	16	0	0	569	0	22	31	9	153	0	58
Simulated_feature_group_B_139	3	44453	10498	13585	6279	9607	24960	27586	9760	20548	16329	35919	17804	10385	15290	26095	12990	33220	34119	24480	15121	15506	28724	20001	34820	7686	17208	12003	39754	18720	23125	19399	3875	6626	7966	8227	1583	1346	701	1271	2231	730	2244	2034	1110	2032	220	818	229	1684	1205	1142	1681	2052	541	2255	2451	2388	1190	1857	2924	1777	1319	1613	386	2311	666	836	1989	901	450	528	397	305	188	63	592	133	153	397	431	733	153	396	563	395	64	215	189	708	198	466	225	435	326	170	231	54	291	203	263	239	119	225	156	217	60	98	26	42	101	45	19	22	67	35	97	50	175	86	34	30	55	54	28	65	75	30	32	49	55	31	13	57	40	44	35	29	45	45	34
Simulated_feature_group_B_140	3	643	4371	14050	4947	4186	180	913	187	16400	441	4004	66	2102	14108	15196	1490	17468	2347	965	5473	4755	509	3990	5087	13633	3827	13850	4984	38455	1408	4870	292	41573	2971	552	585	624	138	987	1031	101	741	797	454	1444	1	570	1358	2388	192	119	209	1526	1230	2276	488	1317	600	3211	127	60	1744	4397	220	58	339	26	1903	1883	488	64	28	368	205	22	1	16	11	6	119	56	83	338	175	151	639	32	240	1	322	8	80	3	508	282	319	64	37	9	53	36	211	28	209	54	14	24	122	44	9	37	73	31	4	0	18	7	37	35	33	13	19	8	4	1	14	48	40	11	67	7	53	45	29	13	31	27	25	2	4
Simulated_feature_group_B_141	3	10	1312	17598	1605	5920	2830	1268	16386	470	23	2872	380	1933	26	1518	1480	67	351	578	2451	16470	432	7240	1973	20	103	594	2040	801	4322	142	540	1684	14876	6760	9	44	2445	39	235	133	1786	204	1268	1864	868	1708	1123	2049	33	2472	21	32	3	28	571	852	45	704	48	215	630	88	11	1	47	44	2	240	0	377	3	17	4	6	28	311	104	33	3	18	17	21	0	33	29	50	125	3	6	102	14	1	51	0	0	27	2	1	9	4	0	2	3	17	22	13	0	0	8	23	1	27	22	0	1	11	1	2	13	5	0	42	0	3	4	31	44	17	0	5	0	2	2	37	10	54	5	3	0
Simulated_feature_group_B_142	3	110747	96500	1170	5503	191201	49876	147	147615	39950	405653	14282	5077	87	3149	167061	5000	12968	475338	27535	120931	2631	71	197932	7979	18131	182127	41251	1294	1230	198	297427	557776	580	103068	1012	13137	1484	1105	16921	4	2568	32	30305	0	0	1158	7	10400	25874	611	1222	15240	8716	322	8109	4442	0	7197	6662	0	12473	63313	623	219	472	21704	250	0	6629	18	25	2693	12	1502	0	2	1637	4368	1346	84	396	7184	276	107	605	679	3	2991	375	156	370	1784	123	47	0	0	174	918	1287	0	3345	18	3	233	31	0	493	791	35	0	1255	361	0	487	66	0	0	1768	115	9	1444	213	912	0	82	5	737	328	104	1162	23	190	0	143	99	6	204	160	394	6
Simulated_feature_group_B_143	3	39348	11196	6029	1264	5121	14745	9785	38345	887	35328	6631	5693	137545	22376	109496	14691	4842	24004	16791	2898	447	4551	46726	11843	25406	7468	41950	92020	4616	11324	20247	14922	12920	59	126885	8903	1103	5592	6555	647	13488	4841	193	41	12274	1951	2743	3958	36	63	1	7618	12237	710	23	167	1321	1666	1370	1197	2019	3705	2677	1604	77	811	1035	812	2199	1977	253	1112	940	127	6	550	131	485	553	1264	288	22	1027	158	1700	297	802	1266	512	1831	794	366	26	1202	1529	371	1	573	28	751	71	1750	3	863	332	97	87	252	91	0	32	21	183	286	211	134	115	12	102	10	218	0	38	144	88	125	84	7	136	33	18	0	277	99	191	38	63	0	15	27
Simulated_feature_group_B_144	3	268242	196355	962	39164	11351	206547	140311	128986	151771	175630	166420	135983	171405	101249	50282	94233	219862	96292	21426	125210	55924	167215	68545	227757	276765	25444	125088	355370	42762	43140	7014	178048	146102	146917	209638	6148	26097	27190	14893	3749	8670	24037	7363	12365	3939	7023	9330	1837	28200	1316	14133	25402	12511	15555	20438	25886	10742	24509	5563	65599	30917	13799	4853	4278	3915	5758	29137	27674	21789	12340	1428	750	468	1388	142	1704	1530	6508	540	1259	780	1155	1407	2607	3853	1273	2657	1144	1219	6356	1372	2474	2371	375	1578	1589	1067	2554	1717	458	2883	2897	247	4235	2348	268	364	671	68	143	440	159	324	575	363	456	159	1289	111	172	16	479	304	87	688	187	708	177	239	277	1116	65	180	431	2331	188	1218	485	1110	709
